# CSV-File created with merge-csv.com
# -----------------------------------------------------------

ContractTitle,ContractDate,ContractAmount,ContractDescription,Location           ,LEEDCertificationLevel,Architect/Contractor,SustainabilityRatings,ProjectTimeline,RenewableEnergyUse,WasteManagementPractices,WaterEfficiency,MaterialsSourcing,SustainabilityGoals,Eco-Friendly
Sustainable Library,7/6/2012,81086110,Energy-efficient design,Downtown,LEED Silver,Green Building Solutions,ENERGY STAR Certified,6/22/2023,84,No,high-efficiency,reclaimed,40% reduction in energy use,false
Sustainable Library,12/23/2019,31421569,LEED Platinum certified,Metropolitan Area,LEED Gold,EcoBuild Constructions,ENERGY STAR Certified,10/17/2023,57,Limited,high-efficiency,certified,30% reduction in energy use,true
Green Office Building,1/14/2015,36829321,Energy-efficient design,Metropolitan Area,LEED Silver,Green Architects Inc.,LEED,11/16/2023,100,Yes,low-flow,certified,40% reduction in energy use,true
Sustainable Library,5/12/2014,86413103,Energy-efficient design,Downtown,LEED Silver,Sustainable Builders,ISO 14001,6/10/2023,23,Yes,high-efficiency,recycled,30% reduction in energy use,true
Sustainable Library,5/4/2013,56270047,Renewable energy sources,Downtown,LEED Gold,Eco-Friendly Designs,Green Globes,11/12/2023,83,Yes,high-efficiency,local,40% reduction in energy use,true
Eco Elementary School,4/17/2014,23888962,LEED Platinum certified,Metropolitan Area,Not Applicable,Green Architects Inc.,LEED,3/6/2024,99,Limited,low-flow,certified,40% reduction in energy use,false
Green Office Building,10/27/2007,63504781,Energy-efficient design,Town Square,LEED Silver,Green Architects Inc.,ISO 14001,12/21/2023,43,Yes,low-flow,local,40% reduction in energy use,false
Eco Elementary School,7/25/2011,14401504,LEED Platinum certified,City Centre,LEED Silver,EcoBuild Constructions,LEED,3/9/2024,18,Yes,low-flow,reclaimed,40% reduction in energy use,false
Eco Elementary School,3/15/2016,38129763,LEED Platinum certified,Downtown,LEED Certified,Green Architects Inc.,Green Globes,9/2/2023,92,Yes,high-efficiency,reclaimed,30% reduction in energy use,true
Green Office Building,10/6/2016,672561,Renewable energy sources,Central District,LEED Certified,EcoBuild Constructions,LEED,10/6/2023,54,Limited,high-efficiency,local,25% reduction in energy use,false
Sustainable Library,8/10/2006,93463792,Green roof,Metropolitan Area,LEED Silver,Sustainable Builders,LEED,7/12/2023,98,Yes,low-flow,sustainable,40% reduction in energy use,true
Eco Elementary School,5/7/2016,4517685,Rainwater harvesting,Central District,LEED Platinum,Green Building Solutions,ENERGY STAR Certified,2/22/2024,85,Limited,low-flow,reclaimed,40% reduction in energy use,true
Eco Elementary School,4/17/2015,6458027,Renewable energy sources,Metropolitan Area,LEED Gold,Green Building Solutions,LEED,10/2/2023,48,Yes,high-efficiency,certified,30% reduction in energy use,false
Green Office Building,7/11/2017,24660018,Renewable energy sources,City Centre,LEED Silver,EcoBuild Constructions,Green Globes,8/31/2023,67,No,high-efficiency,certified,40% reduction in energy use,true
Green Office Building,4/26/2021,10782647,Energy-efficient design,Downtown,LEED Gold,Green Building Solutions,LEED,10/28/2023,1,Yes,high-efficiency,local,30% reduction in energy use,true
Green Office Building,10/5/2009,57452604,LEED Platinum certified,Central District,LEED Silver,Green Building Solutions,ENERGY STAR Certified,6/5/2023,1,Yes,low-flow,local,30% reduction in energy use,true
Eco Elementary School,1/26/2020,63029413,Renewable energy sources,Town Square,LEED Certified,Green Architects Inc.,ENERGY STAR Certified,12/2/2023,97,No,high-efficiency,certified,30% reduction in energy use,false
Green Office Building,10/23/2013,75778344,Green roof,Town Square,LEED Certified,Sustainable Builders,LEED,10/2/2023,51,Limited,low-flow,recycled,40% reduction in energy use,false
Sustainable Library,9/26/2008,4127930,Energy-efficient design,Town Square,LEED Certified,Green Architects Inc.,LEED,7/24/2023,44,Yes,low-flow,certified,40% reduction in energy use,false
Sustainable Library,5/18/2012,66597147,Green roof,Downtown,LEED Silver,Sustainable Builders,ENERGY STAR Certified,10/13/2023,35,Yes,low-flow,certified,30% reduction in energy use,true
Eco Elementary School,7/24/2008,44383670,Green roof,Central District,LEED Gold,Eco-Friendly Designs,ENERGY STAR Certified,6/27/2023,96,Yes,high-efficiency,certified,40% reduction in energy use,true
Green Office Building,8/29/2023,76726703,Green roof,Town Square,LEED Certified,EcoBuild Constructions,ENERGY STAR Certified,6/14/2023,7,Limited,high-efficiency,sustainable,30% reduction in energy use,false
Green Office Building,7/11/2015,30201163,Rainwater harvesting,City Centre,LEED Gold,Green Architects Inc.,Green Globes,2/4/2024,16,Limited,high-efficiency,sustainable,40% reduction in energy use,true
Eco Elementary School,9/8/2008,66521102,Energy-efficient design,Metropolitan Area,LEED Certified,Sustainable Builders,LEED,2/11/2024,25,Limited,high-efficiency,local,30% reduction in energy use,true
Green Office Building,11/2/2010,75682519,Green roof,Downtown,LEED Certified,Green Architects Inc.,LEED,3/3/2024,63,Yes,high-efficiency,reclaimed,40% reduction in energy use,false
Eco Elementary School,10/25/2017,55733023,Green roof,Metropolitan Area,LEED Certified,Green Architects Inc.,LEED,9/30/2023,53,Limited,high-efficiency,reclaimed,40% reduction in energy use,false
Sustainable Library,1/26/2017,25197607,Green roof,City Centre,LEED Silver,Green Architects Inc.,LEED,2/16/2024,85,Limited,low-flow,sustainable,40% reduction in energy use,true
Eco Elementary School,1/31/2008,2949645,Renewable energy sources,Metropolitan Area,Not Applicable,Green Architects Inc.,ENERGY STAR Certified,1/26/2024,15,No,high-efficiency,certified,40% reduction in energy use,true
Eco Elementary School,6/24/2012,37949813,Green roof,Downtown,LEED Certified,Green Building Solutions,LEED,9/10/2023,91,Limited,low-flow,certified,40% reduction in energy use,false
Sustainable Library,1/22/2019,20976458,Rainwater harvesting,Central District,LEED Silver,EcoBuild Constructions,LEED,11/11/2023,46,Limited,high-efficiency,sustainable,40% reduction in energy use,true
Sustainable Library,1/15/2008,85880203,LEED Platinum certified,Town Square,LEED Silver,Green Building Solutions,ISO 14001,7/21/2023,74,Limited,low-flow,certified,30% reduction in energy use,true
Sustainable Library,4/10/2022,48422313,LEED Platinum certified,Downtown,LEED Platinum,Eco-Friendly Designs,ENERGY STAR Certified,3/2/2024,44,No,low-flow,reclaimed,30% reduction in energy use,false
Eco Elementary School,8/21/2021,40117192,LEED Platinum certified,Downtown,Not Applicable,Green Architects Inc.,LEED,9/26/2023,15,Limited,low-flow,sustainable,40% reduction in energy use,true
Green Office Building,7/23/2015,25977466,Rainwater harvesting,Metropolitan Area,LEED Silver,Green Architects Inc.,LEED,8/6/2023,11,No,low-flow,reclaimed,40% reduction in energy use,false
Eco Elementary School,8/4/2019,88379682,Rainwater harvesting,Downtown,LEED Certified,Sustainable Builders,LEED,7/1/2023,60,Limited,low-flow,reclaimed,40% reduction in energy use,false
Green Office Building,8/25/2021,70824220,Rainwater harvesting,Town Square,LEED Silver,Eco-Friendly Designs,LEED,2/15/2024,24,Yes,low-flow,certified,30% reduction in energy use,false
Eco Elementary School,11/23/2007,73410872,Renewable energy sources,Metropolitan Area,LEED Silver,Sustainable Builders,ENERGY STAR Certified,6/9/2023,56,Limited,high-efficiency,sustainable,30% reduction in energy use,true
Green Office Building,10/5/2015,99838838,Green roof,Metropolitan Area,LEED Gold,Sustainable Builders,LEED,8/2/2023,43,Yes,high-efficiency,sustainable,40% reduction in energy use,true
Sustainable Library,9/4/2013,28622235,Renewable energy sources,City Centre,Not Applicable,Green Building Solutions,Green Globes,10/23/2023,12,Yes,high-efficiency,certified,30% reduction in energy use,false
Eco Elementary School,12/4/2006,53073391,Green roof,City Centre,LEED Gold,Green Architects Inc.,ENERGY STAR Certified,12/19/2023,94,Limited,low-flow,sustainable,30% reduction in energy use,true
Green Office Building,6/12/2007,87370839,Renewable energy sources,Town Square,LEED Silver,Eco-Friendly Designs,LEED,6/10/2023,21,Yes,high-efficiency,reclaimed,30% reduction in energy use,true
Sustainable Library,10/11/2020,15213675,LEED Platinum certified,Metropolitan Area,LEED Platinum,Green Building Solutions,Green Globes,10/24/2023,45,Limited,low-flow,certified,40% reduction in energy use,true
Eco Elementary School,12/1/2006,58723584,Green roof,Central District,LEED Gold,Green Building Solutions,ISO 14001,10/2/2023,65,Limited,high-efficiency,certified,30% reduction in energy use,true
Green Office Building,5/16/2017,62793221,Green roof,Downtown,LEED Silver,Sustainable Builders,ISO 14001,6/1/2023,40,Yes,low-flow,certified,40% reduction in energy use,false
Eco Elementary School,1/18/2017,64315261,Renewable energy sources,Metropolitan Area,LEED Certified,Eco-Friendly Designs,LEED,9/3/2023,14,No,high-efficiency,local,40% reduction in energy use,true
Sustainable Library,10/21/2009,25965300,Renewable energy sources,City Centre,LEED Certified,Green Building Solutions,ENERGY STAR Certified,8/6/2023,29,No,high-efficiency,sustainable,30% reduction in energy use,true
Sustainable Library,7/23/2014,32204253,LEED Platinum certified,Metropolitan Area,LEED Gold,Green Architects Inc.,LEED,10/29/2023,54,Yes,high-efficiency,reclaimed,30% reduction in energy use,true
Eco Elementary School,1/16/2009,40700353,Rainwater harvesting,Town Square,LEED Certified,Sustainable Builders,LEED,8/4/2023,60,No,low-flow,certified,30% reduction in energy use,true
Green Office Building,5/10/2007,65968161,Rainwater harvesting,Downtown,Not Applicable,Green Building Solutions,ENERGY STAR Certified,12/13/2023,9,Limited,low-flow,reclaimed,40% reduction in energy use,false
Sustainable Library,10/17/2019,1759120,Renewable energy sources,City Centre,LEED Certified,Eco-Friendly Designs,LEED,6/2/2023,43,Yes,high-efficiency,certified,40% reduction in energy use,true
Green Office Building,5/14/2015,41570753,Renewable energy sources,City Centre,LEED Silver,Green Architects Inc.,LEED,9/29/2023,36,No,low-flow,sustainable,25% reduction in energy use,false
Sustainable Library,8/23/2016,82112229,Rainwater harvesting,Central District,LEED Certified,Green Architects Inc.,LEED,7/18/2023,25,No,low-flow,sustainable,40% reduction in energy use,true
Eco Elementary School,7/16/2020,18035543,LEED Platinum certified,City Centre,LEED Silver,Green Building Solutions,LEED,2/22/2024,22,No,high-efficiency,certified,40% reduction in energy use,false
Eco Elementary School,3/30/2006,17015883,Rainwater harvesting,Central District,LEED Platinum,Eco-Friendly Designs,LEED,11/17/2023,92,Yes,high-efficiency,local,25% reduction in energy use,true
Green Office Building,12/15/2016,90777678,Rainwater harvesting,Metropolitan Area,LEED Certified,Eco-Friendly Designs,LEED,9/23/2023,51,No,high-efficiency,certified,40% reduction in energy use,false
Eco Elementary School,9/4/2009,77758462,Rainwater harvesting,Metropolitan Area,LEED Certified,Green Architects Inc.,LEED,9/27/2023,37,Limited,low-flow,local,40% reduction in energy use,true
Green Office Building,3/20/2023,66141386,Energy-efficient design,Central District,LEED Silver,EcoBuild Constructions,LEED,12/8/2023,27,Yes,low-flow,local,40% reduction in energy use,false
Green Office Building,7/6/2021,86660525,Rainwater harvesting,City Centre,LEED Platinum,Green Architects Inc.,LEED,7/13/2023,51,Limited,low-flow,reclaimed,25% reduction in energy use,true
Green Office Building,12/2/2015,11452466,Green roof,Downtown,LEED Certified,Eco-Friendly Designs,ENERGY STAR Certified,1/28/2024,92,Limited,high-efficiency,reclaimed,30% reduction in energy use,true
Eco Elementary School,5/31/2012,26315729,Green roof,Metropolitan Area,Not Applicable,Eco-Friendly Designs,LEED,12/18/2023,83,Limited,low-flow,certified,25% reduction in energy use,true
Sustainable Library,5/18/2012,10739830,Rainwater harvesting,City Centre,Not Applicable,EcoBuild Constructions,ENERGY STAR Certified,1/19/2024,6,No,low-flow,certified,30% reduction in energy use,false
Green Office Building,10/9/2014,81406031,Rainwater harvesting,Metropolitan Area,LEED Certified,Green Architects Inc.,LEED,3/5/2024,44,No,high-efficiency,sustainable,40% reduction in energy use,true
Green Office Building,1/6/2008,55601561,Rainwater harvesting,Central District,LEED Silver,Eco-Friendly Designs,LEED,8/2/2023,15,Yes,low-flow,certified,40% reduction in energy use,false
Sustainable Library,10/7/2013,54622262,Energy-efficient design,City Centre,LEED Gold,EcoBuild Constructions,LEED,8/14/2023,57,Limited,low-flow,sustainable,40% reduction in energy use,true
Sustainable Library,3/24/2010,12524287,Renewable energy sources,Downtown,LEED Certified,Green Building Solutions,LEED,8/13/2023,41,Yes,high-efficiency,certified,40% reduction in energy use,false
Green Office Building,9/15/2021,165631,Rainwater harvesting,Town Square,LEED Silver,Sustainable Builders,LEED,1/22/2024,66,No,high-efficiency,reclaimed,40% reduction in energy use,true
Green Office Building,12/3/2005,21907650,Rainwater harvesting,Central District,LEED Certified,Green Architects Inc.,LEED,3/3/2024,11,Limited,high-efficiency,reclaimed,40% reduction in energy use,true
Sustainable Library,1/22/2009,321622,Energy-efficient design,City Centre,Not Applicable,Sustainable Builders,LEED,8/6/2023,40,Limited,high-efficiency,reclaimed,30% reduction in energy use,true
Eco Elementary School,4/23/2016,52429611,LEED Platinum certified,Metropolitan Area,LEED Gold,Green Architects Inc.,LEED,7/4/2023,44,Yes,high-efficiency,sustainable,40% reduction in energy use,true
Sustainable Library,9/15/2007,83549489,Green roof,Central District,Not Applicable,Green Building Solutions,LEED,2/1/2024,88,Yes,high-efficiency,reclaimed,40% reduction in energy use,false
Sustainable Library,5/22/2013,67259430,Renewable energy sources,Metropolitan Area,LEED Certified,Sustainable Builders,LEED,8/20/2023,62,Yes,high-efficiency,reclaimed,30% reduction in energy use,true
Green Office Building,12/2/2016,44034528,Renewable energy sources,Central District,LEED Silver,Green Building Solutions,ISO 14001,6/13/2023,64,Yes,high-efficiency,reclaimed,40% reduction in energy use,true
Eco Elementary School,8/30/2014,26677396,Rainwater harvesting,Downtown,LEED Certified,Green Building Solutions,LEED,11/18/2023,23,Limited,low-flow,reclaimed,40% reduction in energy use,true
Sustainable Library,11/5/2008,32084834,LEED Platinum certified,Metropolitan Area,LEED Gold,Sustainable Builders,LEED,7/27/2023,49,Yes,low-flow,certified,40% reduction in energy use,false
Green Office Building,4/22/2018,67334480,Renewable energy sources,Downtown,LEED Gold,EcoBuild Constructions,LEED,12/31/2023,1,Limited,low-flow,certified,30% reduction in energy use,false
Eco Elementary School,3/15/2007,96103479,Green roof,Town Square,LEED Platinum,Green Architects Inc.,ENERGY STAR Certified,7/28/2023,42,Limited,low-flow,sustainable,40% reduction in energy use,false
Eco Elementary School,5/30/2014,16799032,Rainwater harvesting,City Centre,LEED Certified,Sustainable Builders,ENERGY STAR Certified,6/8/2023,38,Limited,high-efficiency,local,40% reduction in energy use,false
Eco Elementary School,6/16/2012,32182072,Rainwater harvesting,Metropolitan Area,LEED Gold,Green Architects Inc.,ISO 14001,5/28/2023,55,Limited,high-efficiency,certified,40% reduction in energy use,true
Sustainable Library,6/11/2015,40446977,Rainwater harvesting,Town Square,LEED Platinum,Sustainable Builders,ENERGY STAR Certified,9/19/2023,29,Limited,high-efficiency,certified,40% reduction in energy use,false
Green Office Building,8/31/2022,76189902,Rainwater harvesting,Central District,LEED Silver,EcoBuild Constructions,ENERGY STAR Certified,7/26/2023,64,Limited,high-efficiency,certified,30% reduction in energy use,true
