ContractTitle,ContractDate,ContractAmount,ContractDescription,Location           ,LEEDCertificationLevel,Architect/Contractor,SustainabilityRatings,ProjectTimeline,RenewableEnergyUse,WasteManagementPractices,WaterEfficiency,MaterialsSourcing,SustainabilityGoals,Eco-Friendly
Eco Elementary School,1/17/2014,69970408,LEED Platinum certified,Downtown,LEED Silver,Eco-Friendly Designs,LEED,11/16/2023,89,Yes,high-efficiency,sustainable,40% reduction in energy use,false
Sustainable Library,1/26/2010,25312393,Rainwater harvesting,Town Square,LEED Silver,Green Building Solutions,LEED,12/19/2023,29,Limited,low-flow,reclaimed,40% reduction in energy use,false
Eco Elementary School,7/6/2023,78416471,LEED Platinum certified,Downtown,LEED Silver,Sustainable Builders,LEED,8/12/2023,18,Yes,low-flow,certified,40% reduction in energy use,true
Sustainable Library,12/27/2006,74561678,Energy-efficient design,Metropolitan Area,LEED Silver,Green Architects Inc.,LEED,7/12/2023,19,No,high-efficiency,sustainable,40% reduction in energy use,false
Eco Elementary School,5/4/2008,75252499,Energy-efficient design,Central District,LEED Certified,Eco-Friendly Designs,LEED,10/9/2023,69,Yes,low-flow,sustainable,30% reduction in energy use,true
Sustainable Library,11/13/2009,85813373,Renewable energy sources,Metropolitan Area,Not Applicable,Green Architects Inc.,LEED,11/22/2023,41,Yes,high-efficiency,local,40% reduction in energy use,true
Eco Elementary School,11/29/2010,37639939,Renewable energy sources,Downtown,LEED Certified,Green Building Solutions,ENERGY STAR Certified,11/18/2023,30,Limited,high-efficiency,reclaimed,40% reduction in energy use,true
Sustainable Library,4/12/2021,10394168,Rainwater harvesting,City Centre,Not Applicable,EcoBuild Constructions,LEED,6/6/2023,36,No,low-flow,certified,40% reduction in energy use,true
Green Office Building,11/1/2016,71055695,LEED Platinum certified,Central District,LEED Gold,EcoBuild Constructions,LEED,6/12/2023,31,Yes,low-flow,certified,25% reduction in energy use,false
Sustainable Library,6/3/2007,15420412,LEED Platinum certified,Metropolitan Area,LEED Certified,Green Building Solutions,LEED,9/3/2023,41,Yes,low-flow,sustainable,40% reduction in energy use,false
Sustainable Library,12/29/2020,38188735,Rainwater harvesting,Metropolitan Area,LEED Silver,Eco-Friendly Designs,LEED,12/16/2023,68,No,high-efficiency,local,40% reduction in energy use,true
Green Office Building,8/10/2016,22120867,LEED Platinum certified,Downtown,LEED Gold,Eco-Friendly Designs,LEED,1/28/2024,15,Limited,low-flow,local,40% reduction in energy use,true
Eco Elementary School,6/10/2013,55645189,Rainwater harvesting,City Centre,LEED Certified,EcoBuild Constructions,ENERGY STAR Certified,2/16/2024,32,Limited,high-efficiency,local,30% reduction in energy use,false
Sustainable Library,2/20/2022,10995969,Green roof,Metropolitan Area,Not Applicable,Green Architects Inc.,LEED,2/7/2024,54,Yes,low-flow,local,40% reduction in energy use,false
Eco Elementary School,8/4/2021,63310507,Rainwater harvesting,Downtown,LEED Platinum,Sustainable Builders,LEED,1/17/2024,98,Yes,high-efficiency,sustainable,40% reduction in energy use,false
Sustainable Library,9/1/2008,34762162,Energy-efficient design,Metropolitan Area,LEED Silver,EcoBuild Constructions,LEED,11/30/2023,92,Yes,low-flow,reclaimed,30% reduction in energy use,true
Green Office Building,1/28/2012,40159767,Green roof,Town Square,LEED Silver,Eco-Friendly Designs,LEED,9/9/2023,56,Limited,low-flow,sustainable,40% reduction in energy use,true
Green Office Building,4/13/2015,89806026,Rainwater harvesting,Central District,LEED Certified,Green Building Solutions,ISO 14001,10/23/2023,7,No,low-flow,certified,40% reduction in energy use,true
Green Office Building,2/19/2019,52567077,Green roof,Central District,LEED Platinum,Eco-Friendly Designs,ENERGY STAR Certified,6/24/2023,19,Limited,high-efficiency,sustainable,40% reduction in energy use,true
Sustainable Library,3/12/2018,18093305,LEED Platinum certified,Metropolitan Area,LEED Silver,Green Building Solutions,LEED,7/12/2023,99,Yes,low-flow,certified,25% reduction in energy use,true
Eco Elementary School,12/22/2007,90112423,Green roof,Central District,LEED Silver,Sustainable Builders,LEED,9/4/2023,76,No,high-efficiency,sustainable,40% reduction in energy use,true
Eco Elementary School,11/28/2015,7251702,Renewable energy sources,Central District,Not Applicable,EcoBuild Constructions,LEED,8/12/2023,31,Limited,high-efficiency,sustainable,25% reduction in energy use,true
Eco Elementary School,1/4/2012,50938791,Rainwater harvesting,Central District,LEED Silver,Green Architects Inc.,LEED,12/28/2023,32,No,low-flow,certified,40% reduction in energy use,false
Eco Elementary School,7/24/2007,73765871,Renewable energy sources,Metropolitan Area,LEED Certified,EcoBuild Constructions,LEED,7/1/2023,18,Yes,high-efficiency,certified,30% reduction in energy use,false
Green Office Building,3/27/2020,93269543,Renewable energy sources,Metropolitan Area,LEED Gold,Eco-Friendly Designs,ENERGY STAR Certified,12/10/2023,0,Limited,low-flow,recycled,40% reduction in energy use,false
Sustainable Library,10/12/2008,35723116,Energy-efficient design,Town Square,LEED Certified,Eco-Friendly Designs,LEED,9/17/2023,6,Yes,low-flow,certified,30% reduction in energy use,false
Eco Elementary School,3/11/2006,40230270,Energy-efficient design,City Centre,LEED Certified,Green Architects Inc.,ISO 14001,10/31/2023,30,Yes,low-flow,sustainable,40% reduction in energy use,false
Sustainable Library,2/18/2016,50671370,Renewable energy sources,Central District,LEED Silver,Green Building Solutions,LEED,9/13/2023,15,Limited,low-flow,certified,40% reduction in energy use,false
Sustainable Library,8/19/2008,59270537,LEED Platinum certified,Metropolitan Area,LEED Silver,Eco-Friendly Designs,ISO 14001,10/2/2023,49,Limited,low-flow,local,40% reduction in energy use,true
Green Office Building,11/3/2021,66491649,Green roof,Downtown,LEED Certified,Eco-Friendly Designs,LEED,7/29/2023,97,Yes,low-flow,reclaimed,40% reduction in energy use,true
Green Office Building,10/24/2021,22368090,Energy-efficient design,City Centre,LEED Silver,Green Architects Inc.,LEED,9/17/2023,65,Yes,high-efficiency,certified,30% reduction in energy use,true
Eco Elementary School,7/27/2016,65019633,Rainwater harvesting,Central District,LEED Certified,Green Building Solutions,Green Globes,10/1/2023,36,Yes,high-efficiency,certified,30% reduction in energy use,false
Green Office Building,7/28/2014,23804888,LEED Platinum certified,Metropolitan Area,LEED Certified,Eco-Friendly Designs,ENERGY STAR Certified,9/22/2023,46,Limited,low-flow,certified,40% reduction in energy use,false
Eco Elementary School,6/28/2023,7317492,Green roof,Central District,LEED Silver,Green Building Solutions,LEED,9/26/2023,60,Yes,high-efficiency,reclaimed,40% reduction in energy use,false
Eco Elementary School,11/24/2018,6753940,Renewable energy sources,Town Square,LEED Certified,EcoBuild Constructions,LEED,8/20/2023,28,Limited,high-efficiency,sustainable,40% reduction in energy use,true
Green Office Building,12/24/2017,75538911,Green roof,Downtown,LEED Silver,Sustainable Builders,ENERGY STAR Certified,12/15/2023,41,Limited,high-efficiency,sustainable,40% reduction in energy use,true
Eco Elementary School,8/31/2018,35697470,LEED Platinum certified,Metropolitan Area,LEED Certified,Eco-Friendly Designs,Green Globes,5/26/2023,89,Limited,high-efficiency,certified,40% reduction in energy use,true
Green Office Building,11/6/2005,52479244,Rainwater harvesting,Central District,LEED Silver,Green Architects Inc.,LEED,8/6/2023,91,Limited,high-efficiency,certified,40% reduction in energy use,false
Eco Elementary School,1/30/2010,60363219,LEED Platinum certified,Central District,LEED Silver,Eco-Friendly Designs,LEED,3/5/2024,85,Limited,high-efficiency,local,40% reduction in energy use,false
Green Office Building,8/4/2008,57986390,Green roof,Downtown,LEED Gold,Eco-Friendly Designs,Green Globes,8/24/2023,76,Limited,high-efficiency,certified,40% reduction in energy use,false
Sustainable Library,5/24/2009,42413233,Rainwater harvesting,City Centre,LEED Silver,EcoBuild Constructions,ENERGY STAR Certified,2/23/2024,30,Yes,low-flow,certified,30% reduction in energy use,true
Sustainable Library,10/3/2018,82742536,LEED Platinum certified,Central District,LEED Platinum,Green Building Solutions,LEED,12/5/2023,37,Limited,high-efficiency,certified,40% reduction in energy use,true
Eco Elementary School,7/6/2008,34818242,LEED Platinum certified,Town Square,LEED Certified,Green Building Solutions,LEED,6/27/2023,13,No,low-flow,certified,30% reduction in energy use,true
Sustainable Library,4/13/2009,37602336,Rainwater harvesting,Town Square,LEED Certified,EcoBuild Constructions,LEED,1/11/2024,14,No,high-efficiency,certified,25% reduction in energy use,false
Green Office Building,12/29/2019,41770550,Rainwater harvesting,City Centre,LEED Gold,Green Building Solutions,LEED,10/18/2023,36,Yes,high-efficiency,local,25% reduction in energy use,false
Sustainable Library,2/14/2021,1256584,Rainwater harvesting,Downtown,LEED Silver,Green Architects Inc.,LEED,8/10/2023,47,Yes,high-efficiency,local,30% reduction in energy use,true
Sustainable Library,8/24/2006,83973898,Green roof,Town Square,LEED Certified,EcoBuild Constructions,LEED,11/1/2023,99,Limited,high-efficiency,local,30% reduction in energy use,false
Sustainable Library,10/13/2023,8267064,LEED Platinum certified,City Centre,LEED Certified,Sustainable Builders,LEED,6/27/2023,62,Limited,high-efficiency,local,30% reduction in energy use,false
Sustainable Library,7/6/2020,52492686,Energy-efficient design,Downtown,LEED Certified,Sustainable Builders,LEED,9/11/2023,13,Limited,high-efficiency,sustainable,40% reduction in energy use,false
Sustainable Library,3/9/2010,899484,Energy-efficient design,Central District,LEED Gold,Green Architects Inc.,ENERGY STAR Certified,10/6/2023,33,Yes,low-flow,certified,40% reduction in energy use,true
Green Office Building,10/24/2007,52311181,LEED Platinum certified,Central District,LEED Silver,EcoBuild Constructions,ISO 14001,8/29/2023,18,Yes,high-efficiency,certified,40% reduction in energy use,true
Eco Elementary School,7/30/2018,28862282,Renewable energy sources,Downtown,Not Applicable,Green Building Solutions,LEED,2/8/2024,13,Yes,low-flow,sustainable,40% reduction in energy use,true
Sustainable Library,11/26/2019,83671555,Renewable energy sources,City Centre,LEED Certified,Eco-Friendly Designs,LEED,7/15/2023,47,Yes,high-efficiency,sustainable,40% reduction in energy use,true
Eco Elementary School,7/31/2013,8221899,Renewable energy sources,Central District,LEED Silver,Sustainable Builders,ISO 14001,1/4/2024,72,Yes,high-efficiency,certified,40% reduction in energy use,true
Green Office Building,5/4/2012,20882613,Renewable energy sources,City Centre,LEED Certified,Green Architects Inc.,Green Globes,10/21/2023,36,Yes,low-flow,sustainable,30% reduction in energy use,true
Eco Elementary School,1/18/2007,19263056,Rainwater harvesting,Downtown,LEED Silver,Eco-Friendly Designs,LEED,7/24/2023,79,Yes,high-efficiency,sustainable,30% reduction in energy use,false
Green Office Building,1/28/2014,74665150,Green roof,Town Square,LEED Silver,Green Building Solutions,LEED,8/6/2023,99,Limited,low-flow,certified,40% reduction in energy use,true
Eco Elementary School,3/24/2023,15736220,Rainwater harvesting,Downtown,LEED Certified,Eco-Friendly Designs,LEED,8/9/2023,86,Yes,high-efficiency,recycled,30% reduction in energy use,false
Sustainable Library,6/5/2006,82268593,Green roof,City Centre,LEED Silver,Eco-Friendly Designs,LEED,5/26/2023,52,Yes,high-efficiency,certified,40% reduction in energy use,true
Green Office Building,5/7/2019,838317,Energy-efficient design,Metropolitan Area,LEED Certified,Green Building Solutions,LEED,8/14/2023,70,No,high-efficiency,reclaimed,40% reduction in energy use,true
Eco Elementary School,4/23/2006,15371571,LEED Platinum certified,Downtown,LEED Certified,Green Building Solutions,Green Globes,5/31/2023,67,Yes,high-efficiency,sustainable,25% reduction in energy use,false
Sustainable Library,8/19/2014,77072280,Renewable energy sources,Town Square,LEED Certified,Green Architects Inc.,LEED,10/23/2023,79,Yes,low-flow,sustainable,25% reduction in energy use,false
Green Office Building,9/1/2009,4702384,LEED Platinum certified,Metropolitan Area,LEED Certified,Green Architects Inc.,ENERGY STAR Certified,9/1/2023,86,Limited,low-flow,certified,25% reduction in energy use,false
Green Office Building,12/13/2011,8608995,Green roof,Downtown,LEED Silver,Sustainable Builders,LEED,11/18/2023,36,Limited,high-efficiency,certified,40% reduction in energy use,false
Sustainable Library,4/21/2023,35162768,Energy-efficient design,City Centre,LEED Certified,Green Architects Inc.,LEED,2/28/2024,69,Limited,high-efficiency,reclaimed,30% reduction in energy use,false
Sustainable Library,10/23/2014,18341273,Renewable energy sources,Town Square,LEED Certified,Sustainable Builders,LEED,7/9/2023,70,Yes,high-efficiency,certified,30% reduction in energy use,true
Sustainable Library,11/14/2021,77914921,Rainwater harvesting,Central District,LEED Silver,Eco-Friendly Designs,ENERGY STAR Certified,6/20/2023,17,No,low-flow,reclaimed,40% reduction in energy use,false
Green Office Building,3/15/2014,78148766,Green roof,Metropolitan Area,LEED Platinum,Green Building Solutions,Green Globes,7/4/2023,92,Yes,low-flow,certified,40% reduction in energy use,false
Green Office Building,3/24/2021,25861569,Rainwater harvesting,Metropolitan Area,Not Applicable,Green Architects Inc.,LEED,11/4/2023,12,Yes,high-efficiency,reclaimed,40% reduction in energy use,true
Sustainable Library,12/14/2016,27005288,LEED Platinum certified,Town Square,LEED Silver,Green Building Solutions,ENERGY STAR Certified,3/1/2024,2,Limited,high-efficiency,certified,30% reduction in energy use,false
Green Office Building,10/2/2016,68451495,LEED Platinum certified,Town Square,LEED Silver,Green Building Solutions,LEED,7/29/2023,65,No,high-efficiency,sustainable,30% reduction in energy use,false
Sustainable Library,6/19/2006,98093909,Energy-efficient design,Downtown,LEED Certified,Green Architects Inc.,ENERGY STAR Certified,6/26/2023,69,Limited,low-flow,certified,40% reduction in energy use,false
Sustainable Library,9/3/2020,26208725,LEED Platinum certified,Downtown,LEED Silver,Green Building Solutions,LEED,3/7/2024,59,Yes,high-efficiency,certified,30% reduction in energy use,false
Sustainable Library,7/11/2020,48755503,Green roof,Town Square,LEED Platinum,Green Building Solutions,ENERGY STAR Certified,1/28/2024,77,No,high-efficiency,certified,25% reduction in energy use,false
Sustainable Library,9/9/2018,39646800,Energy-efficient design,Downtown,LEED Silver,Green Building Solutions,ENERGY STAR Certified,10/24/2023,72,No,high-efficiency,sustainable,30% reduction in energy use,true
Green Office Building,12/17/2011,90700634,Energy-efficient design,Central District,LEED Silver,Green Building Solutions,LEED,5/28/2023,68,Limited,high-efficiency,reclaimed,40% reduction in energy use,false
Eco Elementary School,4/26/2021,82215733,Renewable energy sources,Downtown,Not Applicable,Eco-Friendly Designs,LEED,10/24/2023,55,No,high-efficiency,certified,30% reduction in energy use,true
Green Office Building,7/26/2020,5488437,LEED Platinum certified,City Centre,Not Applicable,Green Building Solutions,LEED,3/4/2024,98,Limited,high-efficiency,reclaimed,30% reduction in energy use,false
Sustainable Library,5/4/2009,6075296,Energy-efficient design,Downtown,LEED Certified,EcoBuild Constructions,ENERGY STAR Certified,8/18/2023,58,Yes,high-efficiency,reclaimed,40% reduction in energy use,true
Sustainable Library,7/16/2020,58093266,LEED Platinum certified,Central District,LEED Certified,EcoBuild Constructions,LEED,8/19/2023,35,Limited,high-efficiency,certified,25% reduction in energy use,false
