ContractTitle,ContractDate,ContractAmount,ContractDescription,Location           ,LEEDCertificationLevel,Architect/Contractor,SustainabilityRatings,ProjectTimeline,RenewableEnergyUse,WasteManagementPractices,WaterEfficiency,MaterialsSourcing,SustainabilityGoals,Eco-Friendly
Eco Elementary School,8/18/2006,77876098,LEED Platinum certified,City Centre,5 Level - LEED Platinum,Sustainable Builders,2 Level - LEED,10/19/2023,65,3 - Yes,1 - low-flow,4 - reclaimed,25% reduction in energy use,false
Green Office Building,4/14/2017,59894274,LEED Platinum certified,City Centre,4 Level - LEED Gold,Green Architects Inc.,4 Level -  ISO 14001,8/5/2023,34,2 - Limited,1 - low-flow,3 - sustainable,25% reduction in energy use,true
Eco Elementary School,5/1/2009,96722140,LEED Platinum certified,Central District,4 Level - LEED Gold,Green Building Solutions,2 Level - LEED,9/11/2023,47,1- No,2 - high-efficiency,5 - certified,30% reduction in energy use,true
Eco Elementary School,11/20/2020,8625435,Rainwater harvesting,Metropolitan Area,3 Level - LEED Silver,Green Building Solutions,3 Level - Green Globes,10/4/2023,19,3 - Yes,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,true
Green Office Building,4/6/2021,23486816,Rainwater harvesting,City Centre,5 Level - LEED Platinum,Green Architects Inc.,3 Level - Green Globes,7/28/2023,12,3 - Yes,2 - high-efficiency,2 - recycled,30% reduction in energy use,true
Green Office Building,12/29/2006,61444029,Green roof,Metropolitan Area,4 Level - LEED Gold,EcoBuild Constructions,2 Level - LEED,7/6/2023,42,3 - Yes,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,false
Green Office Building,7/9/2023,90116585,LEED Platinum certified,Town Square,4 Level - LEED Gold,Green Building Solutions,3 Level - Green Globes,8/27/2023,9,1- No,1 - low-flow,4 - reclaimed,40% reduction in energy use,true
Sustainable Library,7/7/2018,46387527,Renewable energy sources,City Centre,5 Level - LEED Platinum,Green Building Solutions,4 Level -  ISO 14001,8/24/2023,21,1- No,2 - high-efficiency,4 - reclaimed,25% reduction in energy use,true
Green Office Building,12/10/2019,78605504,LEED Platinum certified,Downtown,2 Level - LEED Certified,Green Building Solutions,3 Level - Green Globes,10/18/2023,35,2 - Limited,1 - low-flow,1 - local,30% reduction in energy use,false
Green Office Building,11/28/2014,85429257,Renewable energy sources,Metropolitan Area,5 Level - LEED Platinum,Green Architects Inc.,4 Level -  ISO 14001,2/3/2024,12,3 - Yes,2 - high-efficiency,5 - certified,30% reduction in energy use,false
Sustainable Library,8/27/2011,98611824,Renewable energy sources,City Centre,2 Level - LEED Certified,Green Architects Inc.,3 Level - Green Globes,6/23/2023,58,3 - Yes,2 - high-efficiency,3 - sustainable,25% reduction in energy use,true
Sustainable Library,1/27/2018,88797482,Green roof,Central District,2 Level - LEED Certified,Sustainable Builders,4 Level -  ISO 14001,12/6/2023,33,3 - Yes,2 - high-efficiency,5 - certified,40% reduction in energy use,true
Sustainable Library,12/4/2015,37588671,Rainwater harvesting,Town Square,3 Level - LEED Silver,EcoBuild Constructions,4 Level -  ISO 14001,9/24/2023,88,3 - Yes,1 - low-flow,4 - reclaimed,40% reduction in energy use,true
Sustainable Library,9/4/2011,19766129,Renewable energy sources,Metropolitan Area,5 Level - LEED Platinum,Green Architects Inc.,4 Level -  ISO 14001,2/6/2024,40,1- No,2 - high-efficiency,5 - certified,40% reduction in energy use,true
Sustainable Library,5/17/2017,29118252,Rainwater harvesting,Central District,5 Level - LEED Platinum,EcoBuild Constructions,4 Level -  ISO 14001,1/17/2024,6,3 - Yes,2 - high-efficiency,4 - reclaimed,25% reduction in energy use,true
Green Office Building,1/28/2007,4049322,Energy-efficient design,Town Square,2 Level - LEED Certified,Sustainable Builders,4 Level -  ISO 14001,10/19/2023,13,3 - Yes,2 - high-efficiency,5 - certified,40% reduction in energy use,false
Eco Elementary School,8/15/2020,41451564,Rainwater harvesting,Central District,5 Level - LEED Platinum,Sustainable Builders,4 Level -  ISO 14001,8/6/2023,66,2 - Limited,2 - high-efficiency,2 - recycled,25% reduction in energy use,false
Green Office Building,7/1/2007,27648903,Rainwater harvesting,Metropolitan Area,4 Level - LEED Gold,Green Building Solutions,4 Level -  ISO 14001,6/21/2023,26,2 - Limited,1 - low-flow,1 - local,25% reduction in energy use,true
Eco Elementary School,9/20/2019,61185094,Rainwater harvesting,Downtown,4 Level - LEED Gold,Green Architects Inc.,4 Level -  ISO 14001,6/14/2023,95,1- No,2 - high-efficiency,2 - recycled,30% reduction in energy use,true
Sustainable Library,6/11/2006,95379455,Energy-efficient design,Metropolitan Area,5 Level - LEED Platinum,Eco-Friendly Designs,3 Level - Green Globes,9/6/2023,96,3 - Yes,1 - low-flow,5 - certified,40% reduction in energy use,true
Green Office Building,12/28/2012,22369657,Green roof,Central District,5 Level - LEED Platinum,Green Architects Inc.,3 Level - Green Globes,1/23/2024,64,2 - Limited,1 - low-flow,4 - reclaimed,40% reduction in energy use,false
Eco Elementary School,1/3/2018,37679025,LEED Platinum certified,Downtown,5 Level - LEED Platinum,Eco-Friendly Designs,4 Level -  ISO 14001,2/1/2024,35,3 - Yes,2 - high-efficiency,5 - certified,40% reduction in energy use,true
Eco Elementary School,7/18/2013,43943895,Rainwater harvesting,Metropolitan Area,4 Level - LEED Gold,Green Building Solutions,1 Level - ENERGY STAR Certified,11/10/2023,11,3 - Yes,2 - high-efficiency,3 - sustainable,40% reduction in energy use,false
Sustainable Library,9/30/2007,67186596,LEED Platinum certified,City Centre,3 Level - LEED Silver,Eco-Friendly Designs,2 Level - LEED,10/5/2023,9,3 - Yes,1 - low-flow,5 - certified,40% reduction in energy use,false
Sustainable Library,8/3/2022,4717495,Green roof,Central District,1 Level - Not Applicable,Eco-Friendly Designs,3 Level - Green Globes,10/17/2023,36,2 - Limited,2 - high-efficiency,2 - recycled,40% reduction in energy use,true
Green Office Building,7/15/2015,83904588,LEED Platinum certified,City Centre,5 Level - LEED Platinum,Eco-Friendly Designs,4 Level -  ISO 14001,8/30/2023,7,3 - Yes,1 - low-flow,4 - reclaimed,25% reduction in energy use,true
Green Office Building,10/3/2017,17509932,LEED Platinum certified,Town Square,5 Level - LEED Platinum,Green Architects Inc.,2 Level - LEED,1/1/2024,36,2 - Limited,1 - low-flow,2 - recycled,40% reduction in energy use,false
Green Office Building,10/26/2021,28347725,Rainwater harvesting,Metropolitan Area,1 Level - Not Applicable,Green Building Solutions,1 Level - ENERGY STAR Certified,9/23/2023,35,2 - Limited,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,false
Green Office Building,11/5/2018,73975173,Green roof,Central District,3 Level - LEED Silver,EcoBuild Constructions,4 Level -  ISO 14001,11/15/2023,60,2 - Limited,2 - high-efficiency,5 - certified,30% reduction in energy use,true
Eco Elementary School,5/8/2017,1185722,Renewable energy sources,City Centre,2 Level - LEED Certified,Green Architects Inc.,2 Level - LEED,6/4/2023,18,2 - Limited,2 - high-efficiency,5 - certified,25% reduction in energy use,true
Green Office Building,12/7/2021,6561189,LEED Platinum certified,Central District,2 Level - LEED Certified,Sustainable Builders,4 Level -  ISO 14001,6/3/2023,6,2 - Limited,2 - high-efficiency,3 - sustainable,25% reduction in energy use,true
Sustainable Library,12/7/2020,97096165,Energy-efficient design,City Centre,3 Level - LEED Silver,EcoBuild Constructions,4 Level -  ISO 14001,10/15/2023,79,2 - Limited,1 - low-flow,5 - certified,25% reduction in energy use,true
Sustainable Library,7/21/2006,70886868,LEED Platinum certified,Downtown,2 Level - LEED Certified,Sustainable Builders,4 Level -  ISO 14001,12/24/2023,60,3 - Yes,2 - high-efficiency,5 - certified,40% reduction in energy use,false
Sustainable Library,1/24/2021,80006214,LEED Platinum certified,Downtown,4 Level - LEED Gold,Green Building Solutions,2 Level - LEED,10/13/2023,71,2 - Limited,1 - low-flow,5 - certified,40% reduction in energy use,false
Sustainable Library,10/29/2012,40762910,Rainwater harvesting,Downtown,5 Level - LEED Platinum,Green Architects Inc.,3 Level - Green Globes,12/18/2023,41,2 - Limited,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,false
Eco Elementary School,9/30/2010,43788121,Rainwater harvesting,Central District,5 Level - LEED Platinum,Green Building Solutions,3 Level - Green Globes,12/18/2023,23,2 - Limited,2 - high-efficiency,2 - recycled,40% reduction in energy use,true
Eco Elementary School,2/18/2009,98119781,Energy-efficient design,Central District,3 Level - LEED Silver,Green Architects Inc.,2 Level - LEED,2/11/2024,37,3 - Yes,2 - high-efficiency,3 - sustainable,40% reduction in energy use,false
Green Office Building,11/9/2013,3472636,Renewable energy sources,City Centre,3 Level - LEED Silver,EcoBuild Constructions,2 Level - LEED,5/17/2023,62,1- No,1 - low-flow,3 - sustainable,25% reduction in energy use,true
Sustainable Library,5/9/2013,92275585,Rainwater harvesting,Town Square,5 Level - LEED Platinum,EcoBuild Constructions,4 Level -  ISO 14001,3/8/2024,71,2 - Limited,1 - low-flow,3 - sustainable,25% reduction in energy use,true
Sustainable Library,3/4/2006,6254129,Renewable energy sources,Downtown,4 Level - LEED Gold,Eco-Friendly Designs,4 Level -  ISO 14001,12/9/2023,92,2 - Limited,1 - low-flow,5 - certified,30% reduction in energy use,true
Sustainable Library,7/10/2014,83891417,Energy-efficient design,Downtown,5 Level - LEED Platinum,Green Architects Inc.,4 Level -  ISO 14001,6/30/2023,53,2 - Limited,1 - low-flow,5 - certified,25% reduction in energy use,true
Eco Elementary School,5/31/2011,37931348,Energy-efficient design,Town Square,3 Level - LEED Silver,Eco-Friendly Designs,4 Level -  ISO 14001,1/1/2024,68,3 - Yes,2 - high-efficiency,4 - reclaimed,25% reduction in energy use,true
Sustainable Library,5/23/2020,8079115,Green roof,Downtown,4 Level - LEED Gold,Eco-Friendly Designs,4 Level -  ISO 14001,8/19/2023,34,2 - Limited,2 - high-efficiency,2 - recycled,25% reduction in energy use,false
Sustainable Library,4/23/2015,70451356,Energy-efficient design,Central District,4 Level - LEED Gold,Sustainable Builders,3 Level - Green Globes,10/22/2023,46,2 - Limited,2 - high-efficiency,5 - certified,40% reduction in energy use,true
Eco Elementary School,4/18/2015,41483102,Green roof,Central District,3 Level - LEED Silver,Green Building Solutions,3 Level - Green Globes,6/30/2023,69,2 - Limited,2 - high-efficiency,5 - certified,25% reduction in energy use,false
Eco Elementary School,2/19/2022,13700389,Renewable energy sources,Downtown,5 Level - LEED Platinum,Green Building Solutions,3 Level - Green Globes,12/4/2023,68,2 - Limited,2 - high-efficiency,5 - certified,25% reduction in energy use,false
Green Office Building,11/29/2007,20205741,Green roof,City Centre,5 Level - LEED Platinum,Sustainable Builders,3 Level - Green Globes,12/12/2023,5,3 - Yes,1 - low-flow,5 - certified,40% reduction in energy use,true
Sustainable Library,2/24/2016,12296452,Rainwater harvesting,City Centre,2 Level - LEED Certified,Green Building Solutions,1 Level - ENERGY STAR Certified,6/23/2023,16,2 - Limited,2 - high-efficiency,5 - certified,40% reduction in energy use,true
Eco Elementary School,9/29/2008,61092603,LEED Platinum certified,Central District,3 Level - LEED Silver,Sustainable Builders,4 Level -  ISO 14001,5/23/2023,78,3 - Yes,1 - low-flow,4 - reclaimed,25% reduction in energy use,true
Eco Elementary School,1/4/2010,73889419,Energy-efficient design,Metropolitan Area,4 Level - LEED Gold,Green Architects Inc.,4 Level -  ISO 14001,1/3/2024,29,1- No,2 - high-efficiency,5 - certified,40% reduction in energy use,false
Sustainable Library,12/16/2015,55739217,LEED Platinum certified,Town Square,5 Level - LEED Platinum,Green Architects Inc.,3 Level - Green Globes,10/26/2023,71,3 - Yes,2 - high-efficiency,5 - certified,25% reduction in energy use,false
Eco Elementary School,6/19/2016,79083765,Green roof,Central District,4 Level - LEED Gold,Green Building Solutions,4 Level -  ISO 14001,1/23/2024,46,3 - Yes,2 - high-efficiency,5 - certified,40% reduction in energy use,false
Green Office Building,2/9/2017,67458279,Renewable energy sources,Metropolitan Area,2 Level - LEED Certified,Green Architects Inc.,4 Level -  ISO 14001,9/4/2023,90,3 - Yes,1 - low-flow,4 - reclaimed,25% reduction in energy use,false
Green Office Building,11/26/2011,31136456,Rainwater harvesting,Town Square,5 Level - LEED Platinum,EcoBuild Constructions,2 Level - LEED,9/11/2023,94,2 - Limited,1 - low-flow,5 - certified,40% reduction in energy use,true
Green Office Building,3/7/2022,22907477,LEED Platinum certified,Metropolitan Area,1 Level - Not Applicable,Green Building Solutions,4 Level -  ISO 14001,5/21/2023,89,1- No,2 - high-efficiency,5 - certified,40% reduction in energy use,true
Green Office Building,5/7/2016,78183704,Green roof,Metropolitan Area,5 Level - LEED Platinum,Sustainable Builders,2 Level - LEED,9/2/2023,14,3 - Yes,2 - high-efficiency,3 - sustainable,30% reduction in energy use,false
Eco Elementary School,10/31/2010,35559842,Green roof,Central District,5 Level - LEED Platinum,Green Building Solutions,1 Level - ENERGY STAR Certified,6/28/2023,78,3 - Yes,2 - high-efficiency,2 - recycled,25% reduction in energy use,true
Green Office Building,7/26/2012,40763555,LEED Platinum certified,City Centre,1 Level - Not Applicable,Green Architects Inc.,2 Level - LEED,9/12/2023,36,2 - Limited,1 - low-flow,4 - reclaimed,40% reduction in energy use,true
Green Office Building,4/11/2011,72606119,Energy-efficient design,Central District,5 Level - LEED Platinum,EcoBuild Constructions,4 Level -  ISO 14001,5/18/2023,57,2 - Limited,2 - high-efficiency,4 - reclaimed,25% reduction in energy use,false
Eco Elementary School,3/1/2006,4313000,LEED Platinum certified,Central District,3 Level - LEED Silver,Eco-Friendly Designs,2 Level - LEED,1/11/2024,15,3 - Yes,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,false
Green Office Building,7/6/2019,87185530,Energy-efficient design,City Centre,3 Level - LEED Silver,Green Building Solutions,3 Level - Green Globes,11/6/2023,97,3 - Yes,2 - high-efficiency,5 - certified,30% reduction in energy use,false
Sustainable Library,6/1/2012,64275969,Green roof,Central District,4 Level - LEED Gold,Green Architects Inc.,4 Level -  ISO 14001,10/9/2023,70,2 - Limited,1 - low-flow,4 - reclaimed,30% reduction in energy use,true
Green Office Building,11/10/2020,12680003,Green roof,Central District,4 Level - LEED Gold,Sustainable Builders,3 Level - Green Globes,8/28/2023,42,3 - Yes,2 - high-efficiency,2 - recycled,40% reduction in energy use,false
Sustainable Library,3/10/2010,61446812,Renewable energy sources,Metropolitan Area,5 Level - LEED Platinum,EcoBuild Constructions,4 Level -  ISO 14001,8/31/2023,93,1- No,2 - high-efficiency,2 - recycled,25% reduction in energy use,true
Green Office Building,11/13/2009,2635689,LEED Platinum certified,City Centre,4 Level - LEED Gold,EcoBuild Constructions,3 Level - Green Globes,1/5/2024,78,2 - Limited,2 - high-efficiency,5 - certified,25% reduction in energy use,false
Green Office Building,11/19/2014,7135446,Energy-efficient design,Downtown,4 Level - LEED Gold,Green Architects Inc.,3 Level - Green Globes,7/13/2023,44,3 - Yes,2 - high-efficiency,3 - sustainable,40% reduction in energy use,true
Green Office Building,4/8/2006,10853546,Renewable energy sources,Downtown,5 Level - LEED Platinum,Green Architects Inc.,4 Level -  ISO 14001,11/14/2023,62,2 - Limited,1 - low-flow,5 - certified,40% reduction in energy use,false
Green Office Building,1/7/2018,95949153,Energy-efficient design,Town Square,5 Level - LEED Platinum,Sustainable Builders,3 Level - Green Globes,10/31/2023,0,3 - Yes,1 - low-flow,5 - certified,30% reduction in energy use,true
Eco Elementary School,4/27/2009,36937799,Energy-efficient design,City Centre,2 Level - LEED Certified,Eco-Friendly Designs,2 Level - LEED,6/24/2023,3,2 - Limited,1 - low-flow,4 - reclaimed,25% reduction in energy use,true
Sustainable Library,1/22/2012,77230089,Rainwater harvesting,City Centre,5 Level - LEED Platinum,Green Architects Inc.,3 Level - Green Globes,12/17/2023,5,3 - Yes,2 - high-efficiency,5 - certified,40% reduction in energy use,false
Green Office Building,6/5/2018,25602442,Renewable energy sources,Central District,1 Level - Not Applicable,EcoBuild Constructions,4 Level -  ISO 14001,9/3/2023,46,3 - Yes,2 - high-efficiency,5 - certified,40% reduction in energy use,true
Green Office Building,2/25/2013,5263097,Rainwater harvesting,City Centre,5 Level - LEED Platinum,Green Building Solutions,3 Level - Green Globes,10/28/2023,69,3 - Yes,2 - high-efficiency,5 - certified,25% reduction in energy use,true
Green Office Building,10/8/2006,21390758,Rainwater harvesting,Town Square,4 Level - LEED Gold,Green Architects Inc.,4 Level -  ISO 14001,10/15/2023,77,3 - Yes,2 - high-efficiency,3 - sustainable,30% reduction in energy use,false
Eco Elementary School,12/5/2015,44106600,Green roof,Metropolitan Area,3 Level - LEED Silver,Green Architects Inc.,4 Level -  ISO 14001,8/4/2023,13,1- No,2 - high-efficiency,4 - reclaimed,25% reduction in energy use,false
