ContractTitle,ContractDate,ContractAmount,ContractDescription,Location           ,LEEDCertificationLevel,Architect/Contractor,SustainabilityRatings,ProjectTimeline,RenewableEnergyUse,WasteManagementPractices,WaterEfficiency,MaterialsSourcing,SustainabilityGoals,Eco-Friendly
Green Office Building,4/4/2023,843086.06,Rainwater harvesting,Galle,LEED Certified,EcoBuild Constructions,LEED,12/1/2023,80.53,No,low-flow,recycled,30% reduction in energy use,false
Sustainable Library,8/1/2023,515090.34,LEED Platinum certified,Trincomalee,LEED Gold,Eco-Friendly Designs,LEED,8/24/2023,59.21,Limited,high-efficiency,reclaimed,30% reduction in energy use,true
Eco Elementary School,7/31/2023,146989.96,Green roof,Trincomalee,LEED Silve,Eco-Friendly Designs,ISO 14001,2/10/2024,36.71,Yes,high-efficiency,recycled,30% reduction in energy use,false
Green Office Building,2/13/2023,905992.83,Renewable energy sources,Galle,Not Applicable,EcoBuild Constructions,ENERGY STAR Certified,12/26/2023,38.71,Yes,high-efficiency,certified,25% reduction in energy use,false
Green Office Building,4/9/2023,901027.8,Energy-efficient design,Galle,Not Applicable,EcoBuild Constructions,ISO 14001,6/14/2023,24.93,Yes,high-efficiency,reclaimed,25% reduction in energy use,false
Green Office Building,3/4/2023,573888.54,Rainwater harvesting,Jaffna,LEED Gold,Sustainable Builders,LEED,8/3/2023,13.82,Yes,low-flow,recycled,40% reduction in energy use,false
Green Office Building,9/26/2023,223250.56,Green roof,Kandy,LEED Gold,Eco-Friendly Designs,ENERGY STAR Certified,10/31/2023,94.41,Limited,low-flow,reclaimed,30% reduction in energy use,true
Eco Elementary School,3/15/2023,453453.42,LEED Platinum certified,Galle,LEED Gold,Eco-Friendly Designs,Green Globes,11/4/2023,29.76,No,high-efficiency,reclaimed,25% reduction in energy use,false
Eco Elementary School,11/9/2022,224393.72,Rainwater harvesting,Colombo,Not Applicable,EcoBuild Constructions,ENERGY STAR Certified,7/6/2023,25.88,Limited,low-flow,local,40% reduction in energy use,true
Green Office Building,3/1/2023,276702.05,Green roof,Gampaha,LEED Gold,Green Architects Inc.,Green Globes,12/9/2023,0.37,No,low-flow,local,25% reduction in energy use,false
Sustainable Library,7/11/2023,293460.3,Energy-efficient design,Galle,LEED Gold,Green Architects Inc.,LEED,9/18/2023,35.71,No,high-efficiency,reclaimed,40% reduction in energy use,true
Green Office Building,2/16/2023,276502.5,Energy-efficient design,Negombo,LEED Certified,Eco-Friendly Designs,LEED,9/20/2023,98.89,Yes,low-flow,recycled,30% reduction in energy use,true
Green Office Building,8/17/2023,219295.0,Green roof,Kurunegala,LEED Platinum,Eco-Friendly Designs,LEED,12/27/2023,94.97,Limited,high-efficiency,recycled,40% reduction in energy use,true
Green Office Building,8/4/2023,322312.4,LEED Platinum certified,Anuradhapura,LEED Gold,EcoBuild Constructions,ENERGY STAR Certified,2/9/2024,94.36,No,low-flow,certified,40% reduction in energy use,true
Green Office Building,5/7/2023,334694.6,Rainwater harvesting,Galle,LEED Gold,Green Architects Inc.,Green Globes,11/10/2023,67.8,No,high-efficiency,local,30% reduction in energy use,false
Green Office Building,10/10/2023,301296.35,Rainwater harvesting,Kandy,Not Applicable,Eco-Friendly Designs,Green Globes,11/26/2023,73.92,Limited,low-flow,recycled,30% reduction in energy use,true
Sustainable Library,5/11/2023,275004.36,Rainwater harvesting,Kandy,LEED Gold,Sustainable Builders,LEED,1/20/2024,19.27,No,high-efficiency,sustainable,25% reduction in energy use,false
Eco Elementary School,1/23/2023,359692.98,Green roof,Jaffna,Not Applicable,Green Architects Inc.,ENERGY STAR Certified,6/27/2023,16.04,Limited,low-flow,sustainable,30% reduction in energy use,false
Sustainable Library,6/12/2023,218793.68,Rainwater harvesting,Jaffna,Not Applicable,Sustainable Builders,LEED,1/1/2024,33.67,No,low-flow,local,25% reduction in energy use,false
Green Office Building,10/18/2023,451175.1,Energy-efficient design,Colombo,Not Applicable,Green Building Solutions,Green Globes,12/30/2023,79.92,Limited,low-flow,sustainable,30% reduction in energy use,true
Green Office Building,5/30/2023,143933.6,Energy-efficient design,Matara,LEED Gold,Green Architects Inc.,Green Globes,2/3/2024,44.75,Limited,high-efficiency,certified,25% reduction in energy use,false
Green Office Building,5/11/2023,852732.2,Green roof,Trincomalee,LEED Platinum,Eco-Friendly Designs,Green Globes,6/18/2023,55.57,Yes,high-efficiency,sustainable,40% reduction in energy use,true
Green Office Building,6/7/2023,642847.64,Energy-efficient design,Trincomalee,LEED Gold,EcoBuild Constructions,Green Globes,8/21/2023,53.33,No,low-flow,sustainable,25% reduction in energy use,false
Sustainable Library,4/15/2023,584798.97,LEED Platinum certified,Gampaha,Not Applicable,Green Building Solutions,Green Globes,7/23/2023,70.02,Limited,low-flow,local,25% reduction in energy use,true
Green Office Building,5/17/2023,752343.11,LEED Platinum certified,Matara,LEED Platinum,Sustainable Builders,ISO 14001,9/5/2023,50.84,Limited,high-efficiency,sustainable,30% reduction in energy use,false
Eco Elementary School,11/28/2022,393898.56,Green roof,Galle,Not Applicable,Green Building Solutions,LEED,12/30/2023,13.34,Yes,low-flow,sustainable,25% reduction in energy use,false
Eco Elementary School,2/17/2023,798079.86,Energy-efficient design,Negombo,LEED Platinum,Green Architects Inc.,ISO 14001,11/17/2023,29.38,Yes,low-flow,recycled,30% reduction in energy use,false
Eco Elementary School,2/11/2023,810213.24,Energy-efficient design,Trincomalee,Not Applicable,Eco-Friendly Designs,ISO 14001,2/15/2024,58.7,Yes,high-efficiency,certified,30% reduction in energy use,true
Eco Elementary School,5/5/2023,975269.81,Rainwater harvesting,Trincomalee,LEED Silve,Sustainable Builders,ENERGY STAR Certified,7/11/2023,35.57,Yes,high-efficiency,certified,30% reduction in energy use,true
Eco Elementary School,11/12/2022,664505.74,Green roof,Anuradhapura,LEED Gold,Green Architects Inc.,ISO 14001,2/1/2024,0.43,Yes,high-efficiency,local,40% reduction in energy use,true
Sustainable Library,6/27/2023,624533.87,Rainwater harvesting,Jaffna,Not Applicable,Sustainable Builders,ISO 14001,9/26/2023,43.19,Limited,high-efficiency,recycled,40% reduction in energy use,true
Sustainable Library,7/10/2023,699499.48,LEED Platinum certified,Negombo,LEED Silve,Green Building Solutions,ISO 14001,7/31/2023,80.4,Yes,low-flow,recycled,25% reduction in energy use,true
Sustainable Library,4/2/2023,351282.12,LEED Platinum certified,Kandy,Not Applicable,Green Architects Inc.,Green Globes,2/19/2024,47.74,No,low-flow,reclaimed,30% reduction in energy use,true
Green Office Building,12/8/2022,168288.11,Green roof,Gampaha,LEED Silve,Eco-Friendly Designs,ISO 14001,10/8/2023,72.21,Yes,low-flow,recycled,40% reduction in energy use,false
Green Office Building,1/18/2023,802356.66,Energy-efficient design,Negombo,LEED Certified,Sustainable Builders,ISO 14001,3/3/2024,4.27,No,high-efficiency,sustainable,25% reduction in energy use,false
Sustainable Library,11/15/2022,271170.32,LEED Platinum certified,Colombo,Not Applicable,Green Building Solutions,LEED,3/1/2024,66.87,Yes,high-efficiency,local,40% reduction in energy use,true
Sustainable Library,3/19/2023,594476.61,Green roof,Matara,LEED Certified,Green Building Solutions,Green Globes,7/10/2023,40.7,Yes,low-flow,reclaimed,40% reduction in energy use,true
Green Office Building,10/28/2022,531485.25,Renewable energy sources,Galle,Not Applicable,Sustainable Builders,ISO 14001,11/16/2023,86.13,Limited,low-flow,local,40% reduction in energy use,true
Sustainable Library,6/28/2023,443473.57,Energy-efficient design,Gampaha,LEED Gold,Sustainable Builders,ISO 14001,1/25/2024,21.3,Limited,high-efficiency,reclaimed,30% reduction in energy use,true
Green Office Building,10/3/2023,705423.84,Energy-efficient design,Kandy,LEED Certified,Eco-Friendly Designs,ENERGY STAR Certified,1/29/2024,31.76,Yes,low-flow,reclaimed,25% reduction in energy use,false
Sustainable Library,10/12/2023,500353.82,Renewable energy sources,Colombo,LEED Gold,Sustainable Builders,Green Globes,2/29/2024,30.62,Limited,low-flow,certified,30% reduction in energy use,false
Green Office Building,5/24/2023,975576.92,Renewable energy sources,Trincomalee,LEED Gold,Sustainable Builders,LEED,10/5/2023,98.43,Yes,high-efficiency,recycled,30% reduction in energy use,false
Eco Elementary School,8/26/2023,439540.22,Energy-efficient design,Jaffna,LEED Silve,Sustainable Builders,ENERGY STAR Certified,7/9/2023,86.99,No,low-flow,certified,30% reduction in energy use,false
Eco Elementary School,6/6/2023,387790.19,Renewable energy sources,Kandy,Not Applicable,Green Building Solutions,Green Globes,7/18/2023,45.71,Limited,low-flow,recycled,40% reduction in energy use,true
Eco Elementary School,10/15/2023,253749.11,Green roof,Negombo,LEED Silve,Green Architects Inc.,Green Globes,8/26/2023,81.85,Yes,low-flow,reclaimed,30% reduction in energy use,true
Green Office Building,4/11/2023,265936.75,Rainwater harvesting,Anuradhapura,LEED Silve,EcoBuild Constructions,LEED,10/21/2023,16.69,Yes,low-flow,local,25% reduction in energy use,true
Green Office Building,7/28/2023,770352.42,Green roof,Galle,LEED Certified,Eco-Friendly Designs,ENERGY STAR Certified,5/24/2023,45.44,No,low-flow,reclaimed,30% reduction in energy use,false
Green Office Building,11/14/2022,122843.14,Green roof,Kurunegala,LEED Platinum,Green Architects Inc.,LEED,11/14/2023,11.59,No,low-flow,sustainable,30% reduction in energy use,false
Sustainable Library,11/18/2022,109154.46,Energy-efficient design,Trincomalee,LEED Platinum,EcoBuild Constructions,Green Globes,1/6/2024,33.89,Yes,high-efficiency,local,40% reduction in energy use,true
Sustainable Library,11/23/2022,961371.65,Renewable energy sources,Jaffna,LEED Silve,Sustainable Builders,ENERGY STAR Certified,8/4/2023,89.72,Limited,low-flow,certified,40% reduction in energy use,false
Green Office Building,5/5/2023,977365.33,LEED Platinum certified,Anuradhapura,LEED Certified,Sustainable Builders,ISO 14001,11/3/2023,29.61,No,low-flow,certified,30% reduction in energy use,true
Green Office Building,4/19/2023,618940.33,Green roof,Anuradhapura,LEED Certified,Sustainable Builders,LEED,9/14/2023,56.36,No,low-flow,local,40% reduction in energy use,false
Sustainable Library,9/25/2023,128134.07,Energy-efficient design,Anuradhapura,Not Applicable,Sustainable Builders,LEED,10/11/2023,54.42,Yes,high-efficiency,certified,25% reduction in energy use,false
Eco Elementary School,4/14/2023,773216.63,Renewable energy sources,Anuradhapura,LEED Gold,Eco-Friendly Designs,ISO 14001,1/4/2024,10.79,Yes,low-flow,reclaimed,30% reduction in energy use,true
Eco Elementary School,3/10/2023,366380.2,Green roof,Anuradhapura,LEED Gold,EcoBuild Constructions,Green Globes,10/27/2023,98.59,Yes,low-flow,sustainable,30% reduction in energy use,false
Eco Elementary School,10/11/2023,923915.4,Rainwater harvesting,Jaffna,LEED Certified,EcoBuild Constructions,Green Globes,12/23/2023,9.72,No,high-efficiency,recycled,30% reduction in energy use,false
Green Office Building,12/12/2022,470508.32,Rainwater harvesting,Anuradhapura,LEED Gold,Green Building Solutions,LEED,11/8/2023,86.0,Yes,low-flow,certified,30% reduction in energy use,false
Sustainable Library,4/7/2023,512019.36,Green roof,Galle,LEED Silve,EcoBuild Constructions,ENERGY STAR Certified,12/26/2023,39.81,Limited,low-flow,recycled,30% reduction in energy use,false
Eco Elementary School,9/6/2023,983823.83,Green roof,Gampaha,LEED Gold,Green Architects Inc.,LEED,6/23/2023,91.7,Yes,high-efficiency,certified,30% reduction in energy use,true
Eco Elementary School,12/9/2022,276138.76,Green roof,Gampaha,LEED Certified,Green Architects Inc.,ENERGY STAR Certified,1/16/2024,39.8,Yes,low-flow,sustainable,40% reduction in energy use,true
Eco Elementary School,1/24/2023,277741.08,Renewable energy sources,Kurunegala,Not Applicable,Eco-Friendly Designs,ENERGY STAR Certified,6/17/2023,25.95,No,high-efficiency,recycled,30% reduction in energy use,true
Green Office Building,12/21/2022,915981.84,LEED Platinum certified,Matara,LEED Gold,Green Building Solutions,ISO 14001,10/7/2023,3.18,Limited,high-efficiency,local,40% reduction in energy use,false
Sustainable Library,7/12/2023,409567.94,Green roof,Galle,LEED Certified,Green Architects Inc.,Green Globes,7/10/2023,99.8,No,high-efficiency,recycled,40% reduction in energy use,true
Sustainable Library,3/18/2023,911746.44,Green roof,Anuradhapura,LEED Certified,Eco-Friendly Designs,ENERGY STAR Certified,7/1/2023,50.66,Yes,high-efficiency,reclaimed,30% reduction in energy use,false
Eco Elementary School,8/22/2023,173659.11,Energy-efficient design,Galle,LEED Gold,Green Architects Inc.,ISO 14001,3/2/2024,87.38,Yes,high-efficiency,certified,30% reduction in energy use,true
Green Office Building,9/3/2023,676290.48,Energy-efficient design,Jaffna,LEED Silve,Green Building Solutions,ENERGY STAR Certified,5/25/2023,23.98,No,high-efficiency,sustainable,30% reduction in energy use,true
Eco Elementary School,10/14/2023,537141.19,Rainwater harvesting,Kurunegala,LEED Platinum,EcoBuild Constructions,Green Globes,6/29/2023,73.38,Limited,high-efficiency,reclaimed,25% reduction in energy use,true
Eco Elementary School,9/24/2023,789946.21,Energy-efficient design,Matara,LEED Silve,Sustainable Builders,ENERGY STAR Certified,10/22/2023,98.15,Limited,high-efficiency,recycled,30% reduction in energy use,true
Sustainable Library,9/19/2023,615430.89,Rainwater harvesting,Jaffna,LEED Certified,EcoBuild Constructions,ENERGY STAR Certified,6/22/2023,29.68,No,high-efficiency,local,25% reduction in energy use,true
Sustainable Library,2/14/2023,358936.96,Green roof,Galle,Not Applicable,Eco-Friendly Designs,ENERGY STAR Certified,2/25/2024,47.35,Yes,high-efficiency,certified,30% reduction in energy use,true
Green Office Building,8/14/2023,327106.92,Renewable energy sources,Anuradhapura,LEED Certified,Green Building Solutions,Green Globes,8/19/2023,67.43,No,high-efficiency,local,40% reduction in energy use,true
Eco Elementary School,2/19/2023,226776.26,Renewable energy sources,Gampaha,LEED Platinum,Sustainable Builders,ENERGY STAR Certified,1/2/2024,77.13,Limited,low-flow,reclaimed,30% reduction in energy use,false
Sustainable Library,9/23/2023,318181.28,Energy-efficient design,Gampaha,LEED Silve,Green Architects Inc.,ENERGY STAR Certified,2/12/2024,4.35,No,high-efficiency,reclaimed,40% reduction in energy use,true
Eco Elementary School,7/21/2023,163624.56,LEED Platinum certified,Jaffna,Not Applicable,EcoBuild Constructions,ENERGY STAR Certified,11/23/2023,22.56,No,low-flow,sustainable,30% reduction in energy use,false
Eco Elementary School,9/26/2023,954841.48,LEED Platinum certified,Trincomalee,LEED Certified,EcoBuild Constructions,Green Globes,8/16/2023,74.5,Limited,high-efficiency,certified,25% reduction in energy use,false
Sustainable Library,4/4/2023,526540.47,Green roof,Matara,LEED Silve,Sustainable Builders,ISO 14001,6/24/2023,15.16,Limited,high-efficiency,reclaimed,40% reduction in energy use,false
Sustainable Library,1/1/2023,871208.52,Rainwater harvesting,Kurunegala,LEED Certified,Green Building Solutions,Green Globes,11/1/2023,28.42,Limited,high-efficiency,local,40% reduction in energy use,false
Sustainable Library,1/1/2023,623633.01,Renewable energy sources,Kandy,LEED Certified,Green Building Solutions,LEED,7/10/2023,40.55,Limited,low-flow,sustainable,40% reduction in energy use,true
Eco Elementary School,11/8/2022,400338.63,Green roof,Trincomalee,LEED Silve,Sustainable Builders,Green Globes,8/28/2023,58.76,Limited,low-flow,local,30% reduction in energy use,false
Eco Elementary School,3/13/2023,522849.07,Green roof,Trincomalee,LEED Certified,Sustainable Builders,ENERGY STAR Certified,12/6/2023,94.6,Yes,high-efficiency,certified,25% reduction in energy use,true
Green Office Building,9/22/2023,715956.05,Rainwater harvesting,Gampaha,LEED Gold,Green Building Solutions,LEED,6/30/2023,0.39,Limited,low-flow,recycled,25% reduction in energy use,true
Eco Elementary School,9/1/2023,387732.54,Energy-efficient design,Kurunegala,Not Applicable,EcoBuild Constructions,ISO 14001,9/26/2023,1.18,Limited,low-flow,recycled,30% reduction in energy use,false
Eco Elementary School,5/7/2023,226402.58,Green roof,Gampaha,LEED Silve,Green Building Solutions,ISO 14001,10/14/2023,38.08,Yes,low-flow,certified,30% reduction in energy use,false
Eco Elementary School,8/29/2023,968660.66,Energy-efficient design,Gampaha,Not Applicable,EcoBuild Constructions,ENERGY STAR Certified,1/23/2024,86.59,Limited,low-flow,recycled,30% reduction in energy use,true
Green Office Building,12/30/2022,375983.61,Renewable energy sources,Negombo,LEED Gold,EcoBuild Constructions,ENERGY STAR Certified,10/25/2023,85.76,Yes,low-flow,recycled,30% reduction in energy use,false
Sustainable Library,5/14/2023,790199.71,LEED Platinum certified,Negombo,LEED Gold,EcoBuild Constructions,LEED,2/17/2024,95.78,No,low-flow,recycled,25% reduction in energy use,true
Eco Elementary School,12/13/2022,313484.65,Renewable energy sources,Anuradhapura,LEED Platinum,EcoBuild Constructions,ENERGY STAR Certified,10/20/2023,48.32,No,high-efficiency,reclaimed,30% reduction in energy use,true
